Data,Hora UTC,PRECIPITACAO TOTAL. HORARIO (mm),PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO. HORARIA (mB),PRESSAO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSAO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),TEMPERATURA DO AR - BULBO SECO. HORARIA (Celsius),TEMPERATURA DO PONTO DE ORVALHO (Celsius),TEMPERATURA MAXIMA NA HORA ANT. (AUT) (Celsius),TEMPERATURA MAXIMA NA HORA ANT. (AUT) (Celsius).1,TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (Celsius),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (Celsius),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),UMIDADE RELATIVA DO AR. HORARIA (%),VENTO. DIRECAO HORARIA (gr) ((gr)),VENTO. RAJADA MAXIMA (m/s),VENTO. VELOCIDADE HORARIA (m/s);
2020/12/24,1800 UTC,7.8,879.3,879.5,879.3,19.5,18.5,20.9,19.5,19.4,18.5,94.0,90.0,94.0,107.0,9.5,6.2
2020/12/24,1900 UTC,2.6,878.6,879.3,878.6,19.5,18.5,19.7,19.4,18.8,18.5,95.0,94.0,94.0,119.0,9.7,8.1
2020/12/24,2000 UTC,2.2,879.0,879.0,878.6,19.3,18.5,19.5,19.3,18.5,18.2,95.0,94.0,95.0,111.0,11.3,6.7
2020/12/24,2100 UTC,5.8,879.7,879.8,879.0,19.1,18.2,19.3,19.1,18.5,18.2,95.0,95.0,95.0,74.0,9.0,3.2
2020/12/24,2200 UTC,7.0,880.1,880.1,879.6,18.7,18.0,19.1,18.6,18.2,17.8,96.0,94.0,96.0,106.0,5.8,4.7
2020/12/24,2300 UTC,1.6,880.5,880.5,880.1,18.9,18.1,18.9,18.7,18.1,18.0,96.0,95.0,95.0,116.0,7.8,3.6
2020/12/25,0000 UTC,0.6,880.7,880.7,880.5,18.5,17.6,18.9,18.5,18.1,17.6,95.0,94.0,95.0,108.0,6.5,4.9
2020/12/25,0100 UTC,0.2,880.8,880.8,880.5,18.5,17.8,18.5,18.4,17.8,17.6,96.0,95.0,96.0,112.0,10.0,7.6
2020/12/25,0200 UTC,0.0,880.7,880.8,880.6,18.4,17.7,18.5,18.4,17.8,17.7,96.0,95.0,95.0,118.0,12.5,8.8
2020/12/25,0300 UTC,0.0,880.2,880.7,880.2,18.1,17.2,18.5,18.1,17.7,17.2,96.0,94.0,94.0,116.0,11.4,7.6
2020/12/25,0400 UTC,0.0,879.5,880.2,879.5,17.7,16.5,18.1,17.7,17.2,16.5,95.0,92.0,92.0,118.0,10.0,6.1
2020/12/25,0500 UTC,0.0,878.7,879.5,878.7,17.6,16.3,17.7,17.5,16.5,16.1,93.0,91.0,92.0,120.0,9.2,6.9
2020/12/25,0600 UTC,0.0,878.6,878.7,878.4,17.7,16.5,17.8,17.6,16.5,16.1,93.0,90.0,93.0,117.0,10.1,6.9
2020/12/25,0700 UTC,0.0,878.4,878.8,878.4,17.7,16.6,17.8,17.7,16.6,16.5,94.0,93.0,93.0,111.0,10.4,7.7
2020/12/25,0800 UTC,0.0,878.8,878.8,878.4,17.6,16.8,17.7,17.6,16.8,16.6,95.0,93.0,95.0,116.0,10.6,7.7
2020/12/25,0900 UTC,0.0,879.0,879.1,878.8,17.7,17.0,17.7,17.5,17.0,16.8,96.0,95.0,96.0,111.0,13.1,9.3
2020/12/25,1000 UTC,0.0,879.6,879.6,879.0,18.3,17.3,18.3,17.7,17.3,17.0,96.0,94.0,94.0,116.0,13.1,8.1
2020/12/25,1100 UTC,0.0,880.2,880.2,879.6,19.5,18.0,19.5,18.3,18.0,17.3,94.0,91.0,91.0,114.0,13.2,6.9
2020/12/25,1200 UTC,0.0,880.6,880.6,880.2,19.5,17.7,19.6,19.4,18.0,17.7,91.0,89.0,90.0,105.0,9.4,6.4
2020/12/25,1300 UTC,0.0,880.8,880.9,880.6,19.4,17.8,20.8,19.4,18.6,17.7,90.0,86.0,90.0,107.0,8.5,5.4
2020/12/25,1400 UTC,0.0,880.6,880.8,880.6,20.6,18.2,20.6,19.2,18.4,17.8,92.0,86.0,86.0,107.0,8.2,4.7
2020/12/25,1500 UTC,0.0,880.3,880.6,880.3,20.8,18.1,20.8,20.5,18.3,17.7,87.0,83.0,85.0,107.0,8.0,4.7
2020/12/25,1600 UTC,0.0,880.0,880.4,880.0,22.2,18.5,22.8,20.8,19.4,18.2,86.0,79.0,80.0,66.0,7.0,3.4
2020/12/25,1700 UTC,0.0,879.3,880.0,879.3,23.1,18.9,23.3,22.0,19.4,18.1,81.0,75.0,78.0,90.0,8.0,3.2
2020/12/25,1800 UTC,0.0,878.5,879.3,878.5,22.2,17.9,23.2,22.2,19.4,17.9,81.0,77.0,77.0,78.0,6.1,3.0
2020/12/25,1900 UTC,0.0,878.2,878.5,878.2,22.3,18.7,22.5,22.1,18.9,17.8,81.0,75.0,80.0,115.0,5.7,2.9
2020/12/25,2000 UTC,0.0,878.2,878.3,877.9,21.1,18.0,22.3,21.1,18.7,17.9,83.0,79.0,82.0,114.0,7.5,4.5
2020/12/25,2100 UTC,0.0,878.2,878.5,878.1,20.1,17.0,21.1,20.1,18.1,16.9,83.0,82.0,83.0,117.0,7.2,5.8
2020/12/25,2200 UTC,0.0,878.5,878.6,878.1,19.8,16.8,20.1,19.7,17.3,16.7,85.0,83.0,83.0,119.0,7.8,5.7
2020/12/25,2300 UTC,0.0,878.2,878.6,878.2,19.5,16.9,19.8,19.5,17.0,16.6,85.0,82.0,85.0,124.0,11.2,9.0
2020/12/26,0000 UTC,0.0,878.9,878.9,878.2,19.3,17.2,19.5,19.2,17.2,16.8,88.0,85.0,87.0,131.0,13.3,8.2
2020/12/26,0100 UTC,0.0,879.7,879.7,878.8,19.0,17.5,19.3,19.0,17.5,17.1,91.0,87.0,91.0,131.0,11.8,8.4
2020/12/26,0200 UTC,0.0,879.8,879.9,879.6,19.1,17.3,19.1,19.0,17.5,17.3,91.0,89.0,90.0,125.0,10.7,7.6
2020/12/26,0300 UTC,0.6,879.8,880.1,879.6,18.5,17.0,19.1,18.5,17.4,17.0,91.0,90.0,91.0,132.0,9.4,5.2
2020/12/26,0400 UTC,1.6,878.6,879.9,878.6,18.0,16.7,18.5,18.0,17.0,16.6,93.0,90.0,92.0,122.0,11.2,9.3
2020/12/26,0500 UTC,0.4,878.5,878.9,878.5,17.8,17.1,18.0,17.7,17.2,16.6,96.0,92.0,96.0,133.0,12.8,9.4
2020/12/26,0600 UTC,0.6,878.1,878.5,878.0,17.2,16.5,17.8,17.2,17.1,16.5,96.0,95.0,96.0,133.0,14.6,10.2
2020/12/26,0700 UTC,0.0,878.2,878.2,877.9,17.1,16.4,17.2,17.1,16.6,16.4,96.0,95.0,96.0,132.0,14.2,8.8
2020/12/26,0800 UTC,0.0,879.1,879.1,878.2,17.3,16.4,17.3,17.1,16.5,16.4,96.0,95.0,95.0,128.0,12.6,5.8
2020/12/26,0900 UTC,0.0,879.9,879.9,879.0,17.4,16.6,17.4,17.2,16.6,16.4,96.0,95.0,95.0,114.0,8.6,5.9
2020/12/26,1000 UTC,0.2,880.6,880.6,879.9,17.7,16.9,17.7,17.4,17.0,16.6,96.0,95.0,95.0,87.0,9.9,5.3
2020/12/26,1100 UTC,0.2,880.6,880.6,880.4,18.0,17.3,18.1,17.7,17.3,16.9,95.0,94.0,95.0,102.0,8.7,5.2
2020/12/26,1200 UTC,0.2,880.7,880.7,880.6,18.6,17.7,18.6,18.0,17.7,17.3,95.0,94.0,95.0,108.0,7.0,4.3
2020/12/26,1300 UTC,0.2,880.3,880.7,880.3,19.5,18.3,19.5,18.6,18.4,17.6,95.0,92.0,93.0,105.0,7.1,5.6
2020/12/26,1400 UTC,0.0,880.4,880.4,880.3,21.7,18.5,21.7,19.5,19.8,17.7,94.0,81.0,82.0,62.0,7.0,2.6
2020/12/26,1500 UTC,0.0,880.1,880.4,880.1,23.9,19.2,25.0,21.7,21.0,18.1,84.0,72.0,75.0,101.0,6.8,3.7
2020/12/26,1600 UTC,0.0,879.7,880.1,879.7,22.9,18.4,24.0,22.8,19.4,18.4,80.0,72.0,76.0,112.0,7.3,4.7
2020/12/26,1700 UTC,0.0,879.0,879.7,879.0,25.3,18.8,25.6,22.8,19.6,18.3,77.0,66.0,67.0,101.0,6.6,3.2
2020/12/26,1800 UTC,0.0,878.6,879.0,878.6,24.9,18.3,26.0,24.5,19.5,18.3,73.0,62.0,67.0,116.0,6.4,3.6
2020/12/26,1900 UTC,0.0,878.5,878.6,878.5,23.5,17.9,25.8,23.5,18.8,17.7,73.0,63.0,71.0,116.0,7.0,3.1
2020/12/26,2000 UTC,0.0,878.5,878.6,878.5,22.4,17.7,23.7,22.4,18.3,17.7,75.0,70.0,75.0,60.0,6.2,3.7
2020/12/26,2100 UTC,0.0,878.8,878.8,878.4,21.0,17.5,22.4,21.0,17.9,17.2,80.0,74.0,80.0,120.0,7.3,5.9
2020/12/26,2200 UTC,0.0,879.1,879.1,878.8,20.7,17.4,21.0,20.7,17.5,17.1,81.0,79.0,81.0,121.0,10.9,8.6
2020/12/26,2300 UTC,0.0,879.8,879.8,879.1,20.4,17.4,20.7,20.4,17.6,17.3,84.0,81.0,83.0,123.0,11.5,8.6
2020/12/27,0000 UTC,0.0,880.2,880.2,879.8,19.7,17.4,20.4,19.7,17.6,17.3,87.0,83.0,86.0,121.0,11.6,8.8
2020/12/27,0100 UTC,0.2,880.8,880.8,880.2,19.5,16.7,19.7,19.5,17.5,16.7,87.0,84.0,84.0,119.0,11.6,7.7
2020/12/27,0200 UTC,0.0,880.7,880.8,880.7,19.5,16.0,19.5,19.5,16.8,15.9,84.0,80.0,80.0,120.0,12.1,8.1
2020/12/27,0300 UTC,0.0,880.9,880.9,880.6,19.4,15.2,19.5,19.4,15.8,15.2,80.0,77.0,77.0,86.0,11.1,3.4
2020/12/27,0400 UTC,0.0,880.2,880.9,880.2,19.1,14.8,19.4,19.0,15.3,14.8,78.0,77.0,77.0,114.0,7.9,5.6
2020/12/27,0500 UTC,0.0,879.9,880.2,879.8,18.8,14.5,19.1,18.8,14.9,14.4,78.0,75.0,76.0,115.0,8.4,5.9
2020/12/27,0600 UTC,0.0,879.6,879.9,879.6,18.7,14.1,18.9,18.7,14.5,14.1,76.0,74.0,75.0,105.0,8.8,6.3
2020/12/27,0700 UTC,0.0,879.8,879.8,879.5,18.5,14.1,18.7,18.5,14.2,14.0,76.0,74.0,75.0,105.0,10.8,6.7
2020/12/27,0800 UTC,0.0,880.3,880.3,879.7,18.0,14.2,18.5,18.0,14.3,14.1,79.0,75.0,79.0,117.0,11.2,8.6
2020/12/27,0900 UTC,0.0,881.1,881.1,880.3,18.1,15.0,18.1,17.9,15.0,14.2,82.0,79.0,82.0,117.0,11.7,8.5
2020/12/27,1000 UTC,0.0,881.8,881.8,881.1,18.9,16.3,18.9,18.1,16.3,15.1,85.0,82.0,85.0,113.0,12.3,8.2
2020/12/27,1100 UTC,0.0,882.3,882.3,881.8,21.2,17.3,21.3,18.9,17.4,16.2,85.0,78.0,78.0,115.0,12.0,7.9
2020/12/27,1200 UTC,0.0,882.8,882.8,882.3,23.1,18.1,23.1,20.5,18.3,17.0,81.0,73.0,73.0,111.0,11.2,6.4
2020/12/27,1300 UTC,0.0,883.2,883.2,882.8,24.8,18.8,25.2,23.1,19.1,18.1,75.0,67.0,69.0,110.0,9.3,5.6
2020/12/27,1400 UTC,0.0,883.1,883.2,883.0,24.3,18.1,26.3,23.9,19.5,17.9,72.0,64.0,68.0,97.0,9.0,4.6
2020/12/27,1500 UTC,0.0,883.2,883.2,883.0,24.3,18.1,25.9,24.3,19.3,18.0,71.0,64.0,68.0,98.0,8.9,3.0
2020/12/27,1600 UTC,0.0,882.5,883.2,882.5,26.3,19.7,26.7,24.2,19.7,18.1,72.0,63.0,67.0,104.0,6.4,2.8
2020/12/27,1700 UTC,0.0,882.1,882.5,882.0,26.3,18.4,27.5,25.8,20.1,18.1,67.0,59.0,62.0,52.0,7.5,3.0
2020/12/27,1800 UTC,0.0,881.5,882.1,881.5,25.1,18.0,26.3,25.0,18.5,17.5,67.0,61.0,65.0,75.0,8.1,2.3
2020/12/27,1900 UTC,0.0,881.2,881.6,881.2,25.1,17.3,26.8,25.1,18.3,17.3,65.0,57.0,62.0,112.0,8.5,6.5
2020/12/27,2000 UTC,0.0,881.4,881.4,881.1,23.3,17.3,25.1,23.3,17.6,17.2,69.0,62.0,69.0,112.0,8.8,6.1
2020/12/27,2100 UTC,0.0,881.6,881.6,881.4,22.4,17.2,23.3,22.4,17.5,17.2,73.0,69.0,73.0,108.0,8.3,5.4
2020/12/27,2200 UTC,0.0,881.6,881.7,881.5,21.3,17.4,22.4,21.3,17.4,17.1,78.0,72.0,78.0,127.0,8.9,6.6
2020/12/27,2300 UTC,0.0,881.9,881.9,881.4,20.9,17.0,21.3,20.9,17.5,17.0,79.0,77.0,78.0,122.0,10.4,6.7
2020/12/28,0000 UTC,0.0,882.8,882.8,881.9,20.8,17.7,21.0,20.8,17.7,17.0,83.0,78.0,83.0,115.0,11.2,7.4
2020/12/28,0100 UTC,0.0,883.4,883.4,882.8,20.3,17.5,20.8,20.2,17.8,17.5,85.0,83.0,84.0,109.0,11.2,5.1
2020/12/28,0200 UTC,0.0,883.5,883.9,883.4,19.9,17.2,20.3,19.9,17.5,17.2,84.0,83.0,84.0,115.0,8.2,6.0
2020/12/28,0300 UTC,0.0,883.0,883.5,882.9,19.8,16.9,20.0,19.8,17.2,16.9,84.0,84.0,84.0,120.0,9.9,6.9
2020/12/28,0400 UTC,0.0,882.4,883.0,882.4,19.5,16.8,19.8,19.4,17.0,16.6,85.0,83.0,84.0,113.0,10.0,7.2
2020/12/28,0500 UTC,0.0,882.3,882.5,882.1,19.2,16.6,19.5,19.2,16.8,16.6,85.0,84.0,85.0,114.0,9.2,6.7
2020/12/28,0600 UTC,0.0,881.9,882.3,881.9,19.1,16.7,19.2,19.1,16.7,16.5,86.0,85.0,86.0,96.0,9.5,6.8
2020/12/28,0700 UTC,0.0,881.8,881.9,881.7,19.0,16.8,19.1,18.9,16.8,16.7,87.0,86.0,87.0,101.0,10.3,7.4
2020/12/28,0800 UTC,0.0,882.3,882.3,881.8,18.7,16.9,19.0,18.7,16.9,16.8,89.0,87.0,89.0,98.0,11.9,7.8
2020/12/28,0900 UTC,0.0,882.8,882.8,882.3,18.7,17.0,18.7,18.5,17.0,16.8,90.0,89.0,90.0,105.0,10.6,7.6
2020/12/28,1000 UTC,0.0,883.4,883.4,882.8,19.1,17.2,19.1,18.7,17.2,17.0,90.0,89.0,89.0,106.0,12.0,7.2
2020/12/28,1100 UTC,0.0,884.0,884.0,883.4,20.2,17.5,21.2,19.1,17.9,17.2,89.0,81.0,84.0,103.0,10.5,6.2
2020/12/28,1200 UTC,0.0,884.5,884.5,884.0,23.2,18.7,23.2,20.2,18.7,17.4,84.0,75.0,76.0,111.0,9.5,6.3
2020/12/28,1300 UTC,0.0,884.7,884.7,884.5,23.3,18.2,23.6,22.6,18.7,17.9,77.0,72.0,73.0,92.0,9.3,4.5
2020/12/28,1400 UTC,0.0,884.6,884.8,884.6,23.7,18.6,24.3,23.3,19.0,18.1,75.0,69.0,73.0,94.0,7.0,3.3
2020/12/28,1500 UTC,0.0,884.1,884.6,884.1,25.4,18.7,25.9,23.2,19.1,17.8,74.0,65.0,66.0,81.0,6.5,3.2
2020/12/28,1600 UTC,0.0,883.4,884.1,883.4,25.1,18.7,25.7,24.5,19.0,18.0,71.0,63.0,68.0,61.0,6.5,3.6
2020/12/28,1700 UTC,0.0,882.6,883.4,882.6,24.8,18.5,26.4,24.4,19.6,18.2,71.0,64.0,68.0,56.0,7.2,2.7
2020/12/28,1800 UTC,0.0,881.9,882.6,881.9,25.2,18.3,25.2,24.6,18.8,18.0,70.0,66.0,66.0,45.0,7.0,3.9
2020/12/28,1900 UTC,0.0,881.6,881.9,881.6,23.8,18.0,25.2,23.8,18.5,17.8,71.0,65.0,70.0,60.0,7.3,4.3
2020/12/28,2000 UTC,0.0,881.3,881.6,881.3,22.7,17.3,23.8,22.7,18.0,17.2,72.0,70.0,72.0,72.0,8.3,4.9
2020/12/28,2100 UTC,0.0,881.8,881.8,881.3,21.8,16.7,22.7,21.8,17.3,16.7,73.0,71.0,73.0,66.0,7.8,4.7
2020/12/28,2200 UTC,0.0,882.3,882.4,881.8,21.0,16.7,21.7,21.0,16.8,16.5,77.0,73.0,77.0,96.0,8.3,4.0
2020/12/28,2300 UTC,0.0,883.0,883.0,882.3,20.5,16.8,21.0,20.4,16.8,16.5,79.0,76.0,79.0,97.0,8.6,4.8
2020/12/29,0000 UTC,0.0,883.2,883.2,882.9,20.0,16.4,20.6,19.9,16.8,16.4,81.0,79.0,80.0,98.0,7.8,3.5
2020/12/29,0100 UTC,0.0,883.2,883.4,883.2,19.6,16.4,20.0,19.6,16.5,16.4,81.0,80.0,81.0,114.0,7.6,5.4
2020/12/29,0200 UTC,0.0,882.9,883.2,882.9,19.2,16.1,19.6,19.2,16.4,16.1,83.0,81.0,82.0,116.0,7.1,4.6
2020/12/29,0300 UTC,0.0,882.1,882.9,882.1,19.0,15.3,19.2,19.0,16.1,15.3,82.0,79.0,79.0,122.0,8.2,5.3
2020/12/29,0400 UTC,0.0,881.6,882.1,881.6,18.8,14.4,19.0,18.7,15.7,14.4,82.0,75.0,75.0,114.0,8.3,6.4
2020/12/29,0500 UTC,0.0,881.5,881.6,881.4,18.4,14.7,18.9,18.3,15.2,14.4,81.0,75.0,79.0,103.0,7.9,5.0
2020/12/29,0600 UTC,0.0,881.4,881.5,881.2,18.5,14.3,18.6,18.4,14.7,14.3,79.0,76.0,76.0,105.0,7.3,5.1
2020/12/29,0700 UTC,0.0,881.4,881.4,881.3,18.3,14.5,18.6,18.2,14.5,14.2,79.0,76.0,78.0,98.0,8.0,5.2
2020/12/29,0800 UTC,0.0,881.8,881.8,881.4,17.8,15.2,18.3,17.8,15.2,14.5,85.0,78.0,85.0,103.0,8.7,5.1
2020/12/29,0900 UTC,0.0,882.1,882.1,881.8,18.2,15.7,18.2,17.7,15.7,15.2,87.0,85.0,85.0,96.0,8.9,5.7
2020/12/29,1000 UTC,0.0,882.3,882.4,882.0,20.3,16.6,20.3,18.2,16.6,15.7,85.0,79.0,79.0,109.0,8.6,5.6
2020/12/29,1100 UTC,0.0,882.3,882.3,882.2,20.1,16.6,21.8,20.0,17.2,16.4,81.0,74.0,80.0,111.0,9.7,6.4
2020/12/29,1200 UTC,0.0,882.3,882.3,882.2,21.6,16.5,21.6,20.1,16.8,16.1,81.0,72.0,73.0,97.0,11.3,6.2
2020/12/29,1300 UTC,0.0,882.4,882.5,882.2,23.5,17.5,23.5,21.7,17.6,16.5,73.0,68.0,69.0,88.0,10.2,4.4
2020/12/29,1400 UTC,0.0,882.4,882.5,882.3,24.7,18.0,24.7,22.9,18.0,16.7,72.0,66.0,67.0,87.0,7.6,3.3
2020/12/29,1500 UTC,0.0,882.3,882.5,882.3,24.3,17.0,25.3,23.4,18.3,16.4,67.0,61.0,64.0,76.0,7.1,2.5
2020/12/29,1600 UTC,0.0,881.8,882.3,881.8,24.3,17.1,24.7,23.8,17.7,16.4,67.0,62.0,64.0,65.0,6.7,2.0
2020/12/29,1700 UTC,0.0,881.1,881.8,881.1,27.1,18.4,27.1,23.9,18.4,16.1,66.0,57.0,59.0,117.0,6.0,2.9
2020/12/29,1800 UTC,0.0,880.0,881.1,880.0,27.9,17.5,27.9,26.9,18.4,16.8,59.0,53.0,53.0,114.0,6.8,2.1
2020/12/29,1900 UTC,0.0,879.6,880.0,879.5,26.1,16.6,27.9,25.0,18.0,16.0,60.0,51.0,56.0,100.0,5.9,2.8
2020/12/29,2000 UTC,0.0,879.7,879.7,879.5,24.0,16.1,26.1,24.0,17.2,16.0,62.0,56.0,61.0,120.0,6.1,3.3
2020/12/29,2100 UTC,0.0,879.6,879.8,879.6,22.5,15.6,24.0,22.5,16.3,15.5,65.0,61.0,65.0,69.0,7.4,4.7
2020/12/29,2200 UTC,0.0,879.9,879.9,879.5,21.4,16.0,22.5,21.4,16.0,15.6,71.0,65.0,71.0,91.0,10.1,5.5
2020/12/29,2300 UTC,0.0,880.7,880.7,879.9,20.8,15.5,21.4,20.7,16.1,15.5,72.0,71.0,72.0,101.0,10.5,5.3
2020/12/30,0000 UTC,0.0,881.3,881.3,880.7,20.2,15.0,20.8,20.2,15.5,15.0,73.0,71.0,72.0,109.0,8.5,5.2
2020/12/30,0100 UTC,0.0,881.4,881.6,881.3,19.9,14.8,20.2,19.8,15.2,14.7,73.0,72.0,73.0,95.0,7.4,5.5
2020/12/30,0200 UTC,0.0,881.7,881.7,881.3,19.5,14.8,19.9,19.5,14.8,14.6,74.0,72.0,74.0,118.0,8.4,4.6
2020/12/30,0300 UTC,0.0,880.8,881.7,880.8,19.4,14.4,19.5,19.4,14.7,14.4,74.0,73.0,73.0,101.0,6.6,4.1
2020/12/30,0400 UTC,0.0,880.3,880.8,880.3,18.9,14.4,19.4,18.8,14.4,14.3,76.0,73.0,75.0,114.0,6.5,4.1
2020/12/30,0500 UTC,0.0,879.7,880.3,879.7,18.6,14.3,19.1,18.6,14.4,14.3,76.0,74.0,76.0,116.0,6.4,4.3
2020/12/30,0600 UTC,0.0,879.3,879.7,879.3,18.3,14.4,18.6,18.3,14.4,14.3,78.0,76.0,78.0,123.0,6.9,5.0
2020/12/30,0700 UTC,0.0,879.5,879.5,879.2,18.3,14.6,18.3,18.2,14.6,14.4,79.0,78.0,79.0,122.0,7.1,5.4
2020/12/30,0800 UTC,0.0,879.7,879.7,879.5,18.3,14.5,18.3,18.2,14.6,14.5,79.0,79.0,79.0,115.0,7.1,5.3
2020/12/30,0900 UTC,0.0,880.1,880.1,879.6,19.3,14.8,19.3,18.3,14.9,14.5,79.0,75.0,75.0,109.0,8.1,6.0
2020/12/30,1000 UTC,0.0,881.0,881.0,880.1,20.6,15.8,20.6,19.3,15.8,14.8,75.0,73.0,74.0,114.0,10.7,7.7
2020/12/30,1100 UTC,0.0,881.5,881.5,881.0,21.3,16.7,21.4,20.6,16.7,15.7,75.0,73.0,75.0,103.0,10.7,6.4
2020/12/30,1200 UTC,0.0,882.0,882.0,881.5,23.9,17.9,23.9,21.3,18.0,16.6,76.0,69.0,69.0,107.0,9.0,4.6
2020/12/30,1300 UTC,0.0,882.3,882.3,882.0,25.1,17.9,25.2,23.6,18.5,17.8,71.0,64.0,64.0,107.0,7.7,4.2
2020/12/30,1400 UTC,0.0,882.0,882.3,882.0,25.3,18.5,26.9,25.1,19.5,17.8,67.0,61.0,66.0,113.0,6.9,2.1
2020/12/30,1500 UTC,0.0,881.8,882.0,881.8,25.5,17.8,25.5,24.1,18.8,17.3,68.0,63.0,63.0,20.0,5.2,1.7
2020/12/30,1600 UTC,0.0,881.3,881.8,881.3,26.0,17.1,26.7,24.8,18.3,16.9,65.0,57.0,58.0,10.0,5.4,2.2
2020/12/30,1700 UTC,0.0,880.8,881.3,880.8,26.0,17.9,26.1,25.3,18.1,16.9,62.0,58.0,61.0,85.0,5.7,2.7
2020/12/30,1800 UTC,0.0,880.3,880.8,880.3,26.0,17.9,27.4,26.0,18.6,17.5,62.0,56.0,61.0,124.0,5.7,2.4
2020/12/30,1900 UTC,0.0,880.3,880.4,880.2,25.5,18.1,26.0,25.0,18.2,17.4,64.0,61.0,64.0,102.0,4.7,2.0
2020/12/30,2000 UTC,0.0,880.5,880.5,880.3,24.7,18.2,25.8,24.3,18.5,17.6,68.0,62.0,67.0,96.0,3.7,2.2
2020/12/30,2100 UTC,0.0,880.8,880.8,880.4,23.1,17.1,25.3,23.1,18.6,17.0,69.0,65.0,69.0,57.0,5.9,4.0
2020/12/30,2200 UTC,0.0,880.8,880.9,880.8,21.9,16.3,23.1,21.9,17.1,16.3,71.0,69.0,71.0,75.0,6.6,4.4
2020/12/30,2300 UTC,0.0,880.7,880.8,880.7,21.4,16.5,22.0,21.4,16.5,16.3,74.0,70.0,74.0,104.0,8.1,5.7
2020/12/31,0000 UTC,0.0,881.4,881.4,880.7,21.0,16.9,21.4,20.9,16.9,16.5,78.0,74.0,78.0,114.0,9.1,5.8
2020/12/31,0100 UTC,0.0,881.8,881.8,881.4,20.7,17.3,21.0,20.7,17.3,16.9,81.0,78.0,81.0,105.0,8.2,4.5
2020/12/31,0200 UTC,0.0,881.7,881.9,881.7,20.4,17.1,20.7,20.4,17.3,17.0,82.0,80.0,81.0,102.0,6.5,4.6
2020/12/31,0300 UTC,0.0,881.3,881.7,881.3,19.9,17.0,20.4,19.9,17.1,17.0,83.0,81.0,83.0,110.0,6.3,5.1
2020/12/31,0400 UTC,0.0,881.1,881.3,881.0,19.6,16.5,19.9,19.5,17.0,16.4,83.0,81.0,83.0,106.0,6.2,3.6
2020/12/31,0500 UTC,0.0,880.7,881.1,880.7,19.8,15.9,19.8,19.5,16.5,15.9,83.0,78.0,78.0,80.0,5.4,3.6
2020/12/31,0600 UTC,0.0,880.6,880.7,880.5,19.7,15.6,19.8,19.7,15.9,15.5,78.0,76.0,77.0,98.0,5.8,3.1
2020/12/31,0700 UTC,0.0,880.9,881.0,880.6,19.6,15.2,19.7,19.6,15.6,15.2,77.0,75.0,75.0,77.0,4.0,3.2
2020/12/31,0800 UTC,0.0,881.3,881.3,880.9,19.5,14.5,19.6,19.3,15.3,14.5,78.0,73.0,73.0,69.0,5.3,3.4
2020/12/31,0900 UTC,0.0,881.9,881.9,881.3,19.9,14.5,19.9,19.3,14.6,14.2,74.0,71.0,71.0,56.0,5.8,3.9
2020/12/31,1000 UTC,0.0,882.3,882.3,881.9,21.4,16.5,21.4,19.9,16.6,14.5,76.0,70.0,74.0,114.0,6.6,5.0
2020/12/31,1100 UTC,0.0,882.7,882.7,882.3,23.4,17.7,23.4,21.4,17.8,16.5,74.0,70.0,70.0,115.0,8.2,5.5
2020/12/31,1200 UTC,0.0,883.1,883.1,882.7,24.7,17.1,24.7,23.4,17.7,16.5,70.0,62.0,63.0,58.0,7.4,2.8
2020/12/31,1300 UTC,0.0,883.3,883.3,883.0,25.6,17.4,25.6,24.3,17.5,16.3,63.0,59.0,61.0,6.0,6.4,2.1
2020/12/31,1400 UTC,0.0,883.0,883.3,883.0,26.4,16.8,26.9,25.0,18.1,16.6,62.0,54.0,56.0,302.0,5.1,2.4
2020/12/31,1500 UTC,0.0,882.7,883.0,882.7,26.1,17.3,27.8,25.8,17.8,16.3,61.0,52.0,58.0,326.0,6.6,2.8
2020/12/31,1600 UTC,0.0,882.1,882.7,882.1,27.8,17.4,29.2,26.1,18.5,16.9,58.0,50.0,53.0,311.0,7.2,3.1
2020/12/31,1700 UTC,0.0,881.1,882.1,881.1,28.8,17.4,29.1,27.5,18.2,16.5,56.0,48.0,50.0,293.0,8.5,3.9
2020/12/31,1800 UTC,0.0,880.5,881.1,880.5,28.1,16.9,29.8,27.5,18.4,16.6,54.0,47.0,51.0,323.0,7.2,2.9
2020/12/31,1900 UTC,0.0,879.9,880.5,879.8,27.4,16.7,28.1,26.7,17.8,16.2,56.0,50.0,52.0,340.0,5.8,1.5
2020/12/31,2000 UTC,0.0,879.9,880.0,879.8,27.9,17.1,28.3,27.3,17.3,16.1,53.0,50.0,52.0,319.0,4.5,1.7
